Name;Date;Province;Type;Moved Date From
Día de la Constitución Española;06-12-2013;Tenerife (S.C.);Nacional;
Natividad del Señor;25-12-2013;Tenerife (S.C.);Autonómica;
Epifanía del Señor;06-01-2012;Tenerife (S.C.);Nacional;
Viernes Santo;06-04-2012;Tenerife (S.C.);Nacional;
Jueves Santo;05-04-2012;Tenerife (S.C.);Autonómica;
Fiesta del Trabajo;01-05-2012;Tenerife (S.C.);Autonómica;
Día de Canarias;30-05-2012;Tenerife (S.C.);Autonómica;
Día de la Cruz;03-05-2012;Tenerife (S.C.);Local;
San Juan;25-06-2012;Tenerife (S.C.);Autonómica;24-06-2012
Asunción de la Virgen;15-08-2012;Tenerife (S.C.);Nacional;
Fiesta Nacional Española;12-10-2012;Tenerife (S.C.);Nacional;
Día de Todos los Santos;01-11-2012;Tenerife (S.C.);Nacional;
Día de la Constitución Española;06-12-2012;Tenerife (S.C.);Nacional;
Inmaculada Concepción;08-12-2012;Tenerife (S.C.);Nacional;
Natividad del Señor;25-12-2012;Tenerife (S.C.);Autonómica;
Año nuevo;01-01-2011;Tenerife (S.C.);Nacional;
Epifanía del Señor;06-01-2011;Tenerife (S.C.);Nacional;
Carnaval;07-02-2011;Tenerife (S.C.);Local;
Martes de Carnaval;08-02-2011;Tenerife (S.C.);Local;
;22-04-2011;Tenerife (S.C.);Nacional;
Jueves Santo;21-04-2011;Tenerife (S.C.);Autonómica;
Fiesta del Trabajo;02-05-2011;Tenerife (S.C.);Autonómica;01-05-2011
Día de Canarias;30-05-2011;Tenerife (S.C.);Autonómica;
Día de la Cruz;03-05-2011;Tenerife (S.C.);Local;
San Juan;24-06-2011;Tenerife (S.C.);Autonómica;
Asunción de la Virgen;15-08-2011;Tenerife (S.C.);Nacional;
Fiesta Nacional Española;12-10-2011;Tenerife (S.C.);Nacional;
Día de Todos los Santos;01-11-2011;Tenerife (S.C.);Nacional;
Día de la Constitución Española;06-12-2011;Tenerife (S.C.);Nacional;
Inmaculada Concepción;08-12-2011;Tenerife (S.C.);Nacional;
Natividad del Señor;26-12-2011;Tenerife (S.C.);Autonómica;25-12-2011
Año nuevo;01-01-2010;Tenerife (S.C.);Nacional;
Epifanía del Señor;06-01-2010;Tenerife (S.C.);Nacional;
Fiesta del Trabajo;01-05-2010;Tenerife (S.C.);Autonómica;
Día de Canarias;31-05-2010;Tenerife (S.C.);Autonómica;30-05-2010
Día de la Cruz;03-05-2010;Tenerife (S.C.);Local;
San Juan;24-06-2010;Tenerife (S.C.);Autonómica;
Asunción de la Virgen;16-08-2010;Tenerife (S.C.);Nacional;15-08-2010
Fiesta Nacional Española;12-10-2010;Tenerife (S.C.);Nacional;
Día de Todos los Santos;01-11-2010;Tenerife (S.C.);Nacional;
Día de la Constitución Española;06-12-2010;Tenerife (S.C.);Nacional;
Inmaculada Concepción;08-12-2010;Tenerife (S.C.);Nacional;
Natividad del Señor;25-12-2010;Tenerife (S.C.);Autonómica;
Año nuevo;01-01-2009;Tenerife (S.C.);Nacional;
Epifanía del Señor;06-01-2009;Tenerife (S.C.);Nacional;
Fiesta del Trabajo;01-05-2009;Tenerife (S.C.);Autonómica;
Día de Canarias;30-05-2009;Tenerife (S.C.);Autonómica;
Día de la Cruz;04-05-2009;Tenerife (S.C.);Local;03-05-2009
San Juan;24-06-2009;Tenerife (S.C.);Autonómica;
Asunción de la Virgen;15-08-2009;Tenerife (S.C.);Nacional;
Fiesta Nacional Española;12-10-2009;Tenerife (S.C.);Nacional;
Día de Todos los Santos;02-11-2009;Tenerife (S.C.);Nacional;01-11-2009
Día de la Constitución Española;07-12-2009;Tenerife (S.C.);Nacional;06-12-2009
Inmaculada Concepción;08-12-2009;Tenerife (S.C.);Nacional;
Natividad del Señor;25-12-2009;Tenerife (S.C.);Autonómica;
Año nuevo;01-01-2008;Tenerife (S.C.);Nacional;
Epifanía del Señor;07-01-2008;Tenerife (S.C.);Nacional;06-01-2008
Fiesta del Trabajo;01-05-2008;Tenerife (S.C.);Autonómica;
Día de Canarias;30-05-2008;Tenerife (S.C.);Autonómica;
Día de la Cruz;03-05-2008;Tenerife (S.C.);Local;
San Juan;24-06-2008;Tenerife (S.C.);Autonómica;
Asunción de la Virgen;15-08-2008;Tenerife (S.C.);Nacional;
Fiesta Nacional Española;13-10-2008;Tenerife (S.C.);Nacional;12-10-2008
Día de Todos los Santos;01-11-2008;Tenerife (S.C.);Nacional;
Día de la Constitución Española;06-12-2008;Tenerife (S.C.);Nacional;
Inmaculada Concepción;08-12-2008;Tenerife (S.C.);Nacional;
Natividad del Señor;25-12-2008;Tenerife (S.C.);Autonómica;
Año nuevo;01-01-2007;Tenerife (S.C.);Nacional;
Epifanía del Señor;06-01-2007;Tenerife (S.C.);Nacional;
Fiesta del Trabajo;01-05-2007;Tenerife (S.C.);Autonómica;
Día de Canarias;30-05-2007;Tenerife (S.C.);Autonómica;
Día de la Cruz;03-05-2007;Tenerife (S.C.);Local;
San Juan;25-06-2007;Tenerife (S.C.);Autonómica;24-06-2007
Asunción de la Virgen;15-08-2007;Tenerife (S.C.);Nacional;
Fiesta Nacional Española;12-10-2007;Tenerife (S.C.);Nacional;
Día de Todos los Santos;01-11-2007;Tenerife (S.C.);Nacional;
Día de la Constitución Española;06-12-2007;Tenerife (S.C.);Nacional;
Inmaculada Concepción;08-12-2007;Tenerife (S.C.);Nacional;
Natividad del Señor;25-12-2007;Tenerife (S.C.);Autonómica;
Año nuevo;02-01-2006;Tenerife (S.C.);Nacional;01-01-2006
Epifanía del Señor;06-01-2006;Tenerife (S.C.);Nacional;
Fiesta del Trabajo;01-05-2006;Tenerife (S.C.);Autonómica;
Día de Canarias;30-05-2006;Tenerife (S.C.);Autonómica;
Día de la Cruz;03-05-2006;Tenerife (S.C.);Local;
San Juan;24-06-2006;Tenerife (S.C.);Autonómica;
Asunción de la Virgen;15-08-2006;Tenerife (S.C.);Nacional;
Fiesta Nacional Española;12-10-2006;Tenerife (S.C.);Nacional;
Día de Todos los Santos;01-11-2006;Tenerife (S.C.);Nacional;
Día de la Constitución Española;06-12-2006;Tenerife (S.C.);Nacional;
Inmaculada Concepción;08-12-2006;Tenerife (S.C.);Nacional;
Natividad del Señor;25-12-2006;Tenerife (S.C.);Autonómica;
Año nuevo;01-01-2019;Teruel;Nacional;
Epifanía del Señor;07-01-2019;Teruel;Autonómica;06-01-2019
Bodas de Isabel;15-02-2019;Teruel;Local;
Viernes Santo;19-04-2019;Teruel;Nacional;
Jueves Santo;18-04-2019;Teruel;Autonómica;
San Jorge;23-04-2019;Teruel;Autonómica;
Fiesta del Trabajo;01-05-2019;Teruel;Nacional;
Vaquilla de Ángel;08-07-2019;Teruel;Local;
Asunción de la Virgen;15-08-2019;Teruel;Nacional;
Fiesta Nacional Española;12-10-2019;Teruel;Nacional;
;01-11-2019;Teruel;Nacional;
Día de la Constitución Española;06-12-2019;Teruel;Nacional;
Natividad del Señor;25-12-2019;Teruel;Nacional;
Inmaculada Concepción;09-12-2019;Teruel;Autonómica;08-12-2019
Año nuevo;01-01-2018;Teruel;Nacional;
Epifanía del Señor;06-01-2018;Teruel;Nacional;
Viernes Santo;30-03-2018;Teruel;Nacional;
Jueves Santo;29-03-2018;Teruel;Autonómica;
San Jorge;23-04-2018;Teruel;Autonómica;
Sermón de las Tortillas;03-04-2018;Teruel;Local;
Fiesta del Trabajo;01-05-2018;Teruel;Nacional;
Día de las Vaquillas;09-07-2018;Teruel;Local;
Asunción de la Virgen;15-08-2018;Teruel;Nacional;
Fiesta Nacional Española;12-10-2018;Teruel;Nacional;
Día de Todos los Santos;01-11-2018;Teruel;Nacional;
Día de la Constitución Española;06-12-2018;Teruel;Nacional;
Inmaculada Concepción;08-12-2018;Teruel;Nacional;
Navidad;25-12-2018;Teruel;Nacional;
Epifanía del Señor;06-01-2017;Teruel;Nacional;
Año Nuevo;02-01-2017;Teruel;Autonómica;01-01-2017
Viernes Santo;14-04-2017;Teruel;Nacional;
Jueves Santo;13-04-2017;Teruel;Autonómica;
San Jorge;24-04-2017;Teruel;Autonómica;
Sermón de las Tortillas;18-04-2017;Teruel;Local;
Día del Trabajo;01-05-2017;Teruel;Nacional;
Día de las Vaquillas;10-07-2017;Teruel;Local;
Asunción de la Virgen;15-08-2017;Teruel;Nacional;
Fiesta Nacional Española;12-10-2017;Teruel;Nacional;
Día de Todos los Santos;01-11-2017;Teruel;Nacional;
Día de la Constitución Española;06-12-2017;Teruel;Nacional;
Inmaculada Concepción;08-12-2017;Teruel;Nacional;
Natividad del Señor;25-12-2017;Teruel;Nacional;
Año nuevo;01-01-2016;Teruel;Nacional;
Epifanía del Señor;06-01-2016;Teruel;Nacional;
Viernes Santo;25-03-2016;Teruel;Nacional;
Jueves Santo;24-03-2016;Teruel;Autonómica;
Sermón de las Tortillas;29-03-2016;Teruel;Local;
San Jorge;23-04-2016;Teruel;Autonómica;
Día del trabajo;02-05-2016;Teruel;Autonómica;01-05-2016
Día de las Vaquillas;11-07-2016;Teruel;Local;
Asunción de la Virgen;15-08-2016;Teruel;Nacional;
Fiesta Nacional Española;12-10-2016;Teruel;Nacional;
Día de Todos los Santos;01-11-2016;Teruel;Nacional;
Día de la Constitución Española;06-12-2016;Teruel;Nacional;
Inmaculada Concepción;08-12-2016;Teruel;Nacional;
Natividad del Señor;26-12-2016;Teruel;Autonómica;25-12-2016
Año nuevo;01-01-2015;Teruel;Nacional;
Epifanía del Señor;06-01-2015;Teruel;Nacional;
Viernes Santo;03-04-2015;Teruel;Nacional;
Jueves Santo;02-04-2015;Teruel;Autonómica;
San Jorge;23-04-2015;Teruel;Autonómica;
Sermón de las tortillas;07-04-2015;Teruel;Local;
Fiesta del Trabajo;01-05-2015;Teruel;Autonómica;
Día de las Vaquillas;13-07-2015;Teruel;Local;
Asunción de la Virgen;15-08-2015;Teruel;Nacional;
Fiesta Nacional Española;12-10-2015;Teruel;Nacional;
Día de Todos los Santos;02-11-2015;Teruel;Nacional;01-11-2015
Día de la Constitución Española;07-12-2015;Teruel;Nacional;06-12-2015
Inmaculada Concepción;08-12-2015;Teruel;Nacional;
Natividad del Señor;25-12-2015;Teruel;Autonómica;
Año nuevo;01-01-2014;Teruel;Nacional;
Epifanía del Señor;06-01-2014;Teruel;Nacional;
Viernes Santo;18-04-2014;Teruel;Nacional;
Jueves Santo;17-04-2014;Teruel;Autonómica;
San Jorge;23-04-2014;Teruel;Autonómica;
Fiesta local;22-04-2014;Teruel;Local;
Fiesta del Trabajo;01-05-2014;Teruel;Autonómica;
Fiesta local;14-07-2014;Teruel;Local;
Asunción de la Virgen;15-08-2014;Teruel;Nacional;
Fiesta Nacional Española;13-10-2014;Teruel;Nacional;12-10-2014
Día de Todos los Santos;01-11-2014;Teruel;Nacional;
Día de la Constitución Española;06-12-2014;Teruel;Nacional;
Inmaculada Concepción;08-12-2014;Teruel;Nacional;
Natividad del Señor;25-12-2014;Teruel;Autonómica;
Año nuevo;01-01-2013;Teruel;Nacional;
Epifanía del Señor;07-01-2013;Teruel;Nacional;06-01-2013
Viernes Santo;29-03-2013;Teruel;Nacional;
Jueves Santo;28-03-2013;Teruel;Autonómica;
San Jorge;23-04-2013;Teruel;Autonómica;
Sermón de las Tortillas;02-04-2013;Teruel;Local;
Fiesta del Trabajo;01-05-2013;Teruel;Autonómica;
Día de las Vaquillas;08-07-2013;Teruel;Local;
Asunción de la Virgen;15-08-2013;Teruel;Nacional;
Fiesta Nacional Española;12-10-2013;Teruel;Nacional;
Día de Todos los Santos;01-11-2013;Teruel;Nacional;
Día de la Constitución Española;06-12-2013;Teruel;Nacional;
Inmaculada Concepción;09-12-2013;Teruel;Nacional;08-12-2013
Natividad del Señor;25-12-2013;Teruel;Autonómica;
Epifanía del Señor;06-01-2012;Teruel;Nacional;
Año nuevo (Traslado);02-01-2012;Teruel;Autonómica;
Viernes Santo;06-04-2012;Teruel;Nacional;
Jueves Santo;05-04-2012;Teruel;Autonómica;
San Jorge;23-04-2012;Teruel;Autonómica;
Sermón de las tortillas;19-04-2012;Teruel;Local;
Fiesta del Trabajo;01-05-2012;Teruel;Autonómica;
Día de las Vaquillas;09-07-2012;Teruel;Local;
Asunción de la Virgen;15-08-2012;Teruel;Nacional;
Fiesta Nacional Española;12-10-2012;Teruel;Nacional;
Día de Todos los Santos;01-11-2012;Teruel;Nacional;
Día de la Constitución Española;06-12-2012;Teruel;Nacional;
Inmaculada Concepción;08-12-2012;Teruel;Nacional;
Natividad del Señor;25-12-2012;Teruel;Autonómica;
Año nuevo;01-01-2011;Teruel;Nacional;
Epifanía del Señor;06-01-2011;Teruel;Nacional;
;22-04-2011;Teruel;Nacional;
Jueves Santo;21-04-2011;Teruel;Autonómica;
San Jorge;23-04-2011;Teruel;Autonómica;
Sermón de las Tortillas;26-04-2011;Teruel;Local;
Fiesta del Trabajo;02-05-2011;Teruel;Autonómica;01-05-2011
Día de las vaquillas;11-07-2011;Teruel;Local;
Asunción de la Virgen;15-08-2011;Teruel;Nacional;
Fiesta Nacional Española;12-10-2011;Teruel;Nacional;
Día de Todos los Santos;01-11-2011;Teruel;Nacional;
Día de la Constitución Española;06-12-2011;Teruel;Nacional;
Inmaculada Concepción;08-12-2011;Teruel;Nacional;
Natividad del Señor;26-12-2011;Teruel;Autonómica;25-12-2011
Año nuevo;01-01-2010;Teruel;Nacional;
Epifanía del Señor;06-01-2010;Teruel;Nacional;
San Jorge;23-04-2010;Teruel;Autonómica;
Fiesta del Trabajo;01-05-2010;Teruel;Autonómica;
Asunción de la Virgen;16-08-2010;Teruel;Nacional;15-08-2010
Fiesta Nacional Española;12-10-2010;Teruel;Nacional;
Día de Todos los Santos;01-11-2010;Teruel;Nacional;
Día de la Constitución Española;06-12-2010;Teruel;Nacional;
Inmaculada Concepción;08-12-2010;Teruel;Nacional;
Natividad del Señor;25-12-2010;Teruel;Autonómica;
Año nuevo;01-01-2009;Teruel;Nacional;
Epifanía del Señor;06-01-2009;Teruel;Nacional;
San Jorge;23-04-2009;Teruel;Autonómica;
Fiesta del Trabajo;01-05-2009;Teruel;Autonómica;
Asunción de la Virgen;15-08-2009;Teruel;Nacional;
Fiesta Nacional Española;12-10-2009;Teruel;Nacional;
Día de Todos los Santos;02-11-2009;Teruel;Nacional;01-11-2009
Día de la Constitución Española;07-12-2009;Teruel;Nacional;06-12-2009
Inmaculada Concepción;08-12-2009;Teruel;Nacional;
Natividad del Señor;25-12-2009;Teruel;Autonómica;
Año nuevo;01-01-2008;Teruel;Nacional;
Epifanía del Señor;07-01-2008;Teruel;Nacional;06-01-2008
San Jorge;23-04-2008;Teruel;Autonómica;
Fiesta del Trabajo;01-05-2008;Teruel;Autonómica;
Asunción de la Virgen;15-08-2008;Teruel;Nacional;
Fiesta Nacional Española;13-10-2008;Teruel;Nacional;12-10-2008
Día de Todos los Santos;01-11-2008;Teruel;Nacional;
Día de la Constitución Española;06-12-2008;Teruel;Nacional;
Inmaculada Concepción;08-12-2008;Teruel;Nacional;
Natividad del Señor;25-12-2008;Teruel;Autonómica;
Año nuevo;01-01-2007;Teruel;Nacional;
Epifanía del Señor;06-01-2007;Teruel;Nacional;
San Jorge;23-04-2007;Teruel;Autonómica;
Fiesta del Trabajo;01-05-2007;Teruel;Autonómica;
Asunción de la Virgen;15-08-2007;Teruel;Nacional;
Fiesta Nacional Española;12-10-2007;Teruel;Nacional;
Día de Todos los Santos;01-11-2007;Teruel;Nacional;
Día de la Constitución Española;06-12-2007;Teruel;Nacional;
Inmaculada Concepción;08-12-2007;Teruel;Nacional;
Natividad del Señor;25-12-2007;Teruel;Autonómica;
Año nuevo;02-01-2006;Teruel;Nacional;01-01-2006
Epifanía del Señor;06-01-2006;Teruel;Nacional;
San Jorge;24-04-2006;Teruel;Autonómica;
Fiesta del Trabajo;01-05-2006;Teruel;Autonómica;
Asunción de la Virgen;15-08-2006;Teruel;Nacional;
Fiesta Nacional Española;12-10-2006;Teruel;Nacional;
Día de Todos los Santos;01-11-2006;Teruel;Nacional;
Día de la Constitución Española;06-12-2006;Teruel;Nacional;
Inmaculada Concepción;08-12-2006;Teruel;Nacional;
Natividad del Señor;25-12-2006;Teruel;Autonómica;
Año nuevo;01-01-2019;Toledo;Nacional;
San Ildefonso;23-01-2019;Toledo;Local;
Día de San José;19-03-2019;Toledo;Local;
Viernes Santo;19-04-2019;Toledo;Nacional;
Jueves Santo;18-04-2019;Toledo;Autonómica;
Lunes de Pascua;22-04-2019;Toledo;Autonómica;
Fiesta del Trabajo;01-05-2019;Toledo;Nacional;
Día de la Región de Castilla la Mancha;31-05-2019;Toledo;Autonómica;
Corpus Christi;20-06-2019;Toledo;Autonómica;
Asunción de la Virgen;15-08-2019;Toledo;Nacional;
Fiesta Nacional Española;12-10-2019;Toledo;Nacional;
;01-11-2019;Toledo;Nacional;
Día de la Constitución Española;06-12-2019;Toledo;Nacional;
Natividad del Señor;25-12-2019;Toledo;Nacional;
Año nuevo;01-01-2018;Toledo;Nacional;
Epifanía del Señor;06-01-2018;Toledo;Nacional;
San Ildefonso;23-01-2018;Toledo;Local;
Viernes Santo;30-03-2018;Toledo;Nacional;
Jueves Santo;29-03-2018;Toledo;Autonómica;
Lunes de Pascua;02-04-2018;Toledo;Local;
Fiesta del Trabajo;01-05-2018;Toledo;Nacional;
Día de la Región de Castilla la Mancha;31-05-2018;Toledo;Autonómica;
Asunción de la Virgen;15-08-2018;Toledo;Nacional;
Fiesta Nacional Española;12-10-2018;Toledo;Nacional;
Día de Todos los Santos;01-11-2018;Toledo;Nacional;
Día de la Constitución Española;06-12-2018;Toledo;Nacional;
Inmaculada Concepción;08-12-2018;Toledo;Nacional;
Navidad;25-12-2018;Toledo;Nacional;
Epifanía del Señor;06-01-2017;Toledo;Nacional;
San Ildefonso;23-01-2017;Toledo;Local;
Viernes Santo;14-04-2017;Toledo;Nacional;
Jueves Santo;13-04-2017;Toledo;Autonómica;
Lunes de Pascua;17-04-2017;Toledo;Local;
Día del Trabajo;01-05-2017;Toledo;Nacional;
Día de la Región de Castilla la Mancha;31-05-2017;Toledo;Autonómica;
Corpus Christi;15-06-2017;Toledo;Autonómica;
Asunción de la Virgen;15-08-2017;Toledo;Nacional;
Fiesta Nacional Española;12-10-2017;Toledo;Nacional;
Día de Todos los Santos;01-11-2017;Toledo;Nacional;
Día de la Constitución Española;06-12-2017;Toledo;Nacional;
Inmaculada Concepción;08-12-2017;Toledo;Nacional;
Natividad del Señor;25-12-2017;Toledo;Nacional;
Año nuevo;01-01-2016;Toledo;Nacional;
Epifanía del Señor;06-01-2016;Toledo;Nacional;
San Ildefonso;23-01-2016;Toledo;Local;
Viernes Santo;25-03-2016;Toledo;Nacional;
Jueves Santo;24-03-2016;Toledo;Autonómica;
Lunes de Pascua;28-03-2016;Toledo;Local;
Corpus Christi;26-05-2016;Toledo;Autonómica;
Día de la Región de Castilla la Mancha;31-05-2016;Toledo;Autonómica;
Asunción de la Virgen;15-08-2016;Toledo;Nacional;
Fiesta Nacional Española;12-10-2016;Toledo;Nacional;
Día de Todos los Santos;01-11-2016;Toledo;Nacional;
Día de la Constitución Española;06-12-2016;Toledo;Nacional;
Inmaculada Concepción;08-12-2016;Toledo;Nacional;
Natividad del Señor;26-12-2016;Toledo;Autonómica;25-12-2016
Año nuevo;01-01-2015;Toledo;Nacional;
Epifanía del Señor;06-01-2015;Toledo;Nacional;
San Ildefonso;23-01-2015;Toledo;Local;
San José;19-03-2015;Toledo;Local;
Viernes Santo;03-04-2015;Toledo;Nacional;
Jueves Santo;02-04-2015;Toledo;Autonómica;
Lunes de Pascua;06-04-2015;Toledo;Autonómica;
Día del trabajo;01-05-2015;Toledo;Nacional;
Corpus Christi;04-06-2015;Toledo;Autonómica;
Asunción de la Virgen;15-08-2015;Toledo;Nacional;
Fiesta Nacional Española;12-10-2015;Toledo;Nacional;
Día de la Constitución Española;07-12-2015;Toledo;Nacional;06-12-2015
Inmaculada Concepción;08-12-2015;Toledo;Nacional;
Natividad del Señor;25-12-2015;Toledo;Nacional;
Año nuevo;01-01-2014;Toledo;Nacional;
Epifanía del Señor;06-01-2014;Toledo;Nacional;
Fiesta local;23-01-2014;Toledo;Local;
Viernes Santo;18-04-2014;Toledo;Nacional;
Jueves Santo;17-04-2014;Toledo;Autonómica;
Lunes de Pascua;21-04-2014;Toledo;Autonómica;
Fiesta local;07-04-2014;Toledo;Local;
Festividad del trabajo;01-05-2014;Toledo;Nacional;
Corpus Christi;19-06-2014;Toledo;Autonómica;
Asunción de la Virgen;15-08-2014;Toledo;Nacional;
Día de Todos los Santos;01-11-2014;Toledo;Nacional;
Día de la Constitución Española;06-12-2014;Toledo;Nacional;
Inmaculada Concepción;08-12-2014;Toledo;Nacional;
Navidad;25-12-2014;Toledo;Nacional;
Año nuevo;01-01-2013;Toledo;Nacional;
Epifanía del Señor;07-01-2013;Toledo;Nacional;06-01-2013
San Ildefonso;23-01-2013;Toledo;Local;
Viernes Santo;29-03-2013;Toledo;Nacional;
Jueves Santo;28-03-2013;Toledo;Autonómica;
Lunes de Pascua;01-04-2013;Toledo;Local;
Día del trabajo;01-05-2013;Toledo;Nacional;
Corpus Christi;30-05-2013;Toledo;Autonómica;
Día de la Región de Castilla la Mancha;31-05-2013;Toledo;Autonómica;
Asunción de la Virgen;15-08-2013;Toledo;Nacional;
Fiesta Nacional Española;12-10-2013;Toledo;Nacional;
Día de Todos los Santos;01-11-2013;Toledo;Nacional;
Día de la Constitución Española;06-12-2013;Toledo;Nacional;
Navidad;25-12-2013;Toledo;Nacional;
Epifanía del Señor;06-01-2012;Toledo;Nacional;
San Ildefonso;23-01-2012;Toledo;Local;
Viernes Santo;06-04-2012;Toledo;Nacional;
Jueves Santo;05-04-2012;Toledo;Autonómica;
Lunes de Pascua;09-04-2012;Toledo;Local;
Día del trabajo;01-05-2012;Toledo;Nacional;
Día de la Región de Castilla la Mancha;31-05-2012;Toledo;Autonómica;
Corpus Christi;07-06-2012;Toledo;Autonómica;
Asunción de la Virgen;15-08-2012;Toledo;Nacional;
Fiesta Nacional Española;12-10-2012;Toledo;Nacional;
Día de Todos los Santos;01-11-2012;Toledo;Nacional;
Día de la Constitución Española;06-12-2012;Toledo;Nacional;
Inmaculada Concepción;08-12-2012;Toledo;Nacional;
Navidad;25-12-2012;Toledo;Nacional;
Año nuevo;01-01-2011;Toledo;Nacional;
Epifanía del Señor;06-01-2011;Toledo;Nacional;
San José;19-03-2011;Toledo;Autonómica;
;22-04-2011;Toledo;Nacional;
Jueves Santo;21-04-2011;Toledo;Autonómica;
Lunes de Pascua;25-04-2011;Toledo;Autonómica;
Día del trabajo;02-05-2011;Toledo;Nacional;01-05-2011
Día de la Región de Castilla la Mancha;31-05-2011;Toledo;Autonómica;
Fiesta local;30-05-2011;Toledo;Local;
Corpus Christi;23-06-2011;Toledo;Autonómica;
Asunción de la Virgen;15-08-2011;Toledo;Nacional;
Fiesta Nacional Española;12-10-2011;Toledo;Nacional;
Día de Todos los Santos;01-11-2011;Toledo;Nacional;
Día de la Constitución Española;06-12-2011;Toledo;Nacional;
Inmaculada Concepción;08-12-2011;Toledo;Nacional;
Natividad del señor;26-12-2011;Toledo;Nacional;25-12-2011
Año nuevo;01-01-2010;Toledo;Nacional;
Epifanía del Señor;06-01-2010;Toledo;Nacional;
San José;19-03-2010;Toledo;Autonómica;
Día de la Región de Castilla la Mancha;31-05-2010;Toledo;Autonómica;
Asunción de la Virgen;16-08-2010;Toledo;Nacional;15-08-2010
Fiesta Nacional Española;12-10-2010;Toledo;Nacional;
Día de Todos los Santos;01-11-2010;Toledo;Nacional;
Día de la Constitución Española;06-12-2010;Toledo;Nacional;
Inmaculada Concepción;08-12-2010;Toledo;Nacional;
Año nuevo;01-01-2009;Toledo;Nacional;
Epifanía del Señor;06-01-2009;Toledo;Nacional;
San José;19-03-2009;Toledo;Autonómica;
Asunción de la Virgen;15-08-2009;Toledo;Nacional;
Fiesta Nacional Española;12-10-2009;Toledo;Nacional;
Día de Todos los Santos;02-11-2009;Toledo;Nacional;01-11-2009
Día de la Constitución Española;07-12-2009;Toledo;Nacional;06-12-2009
Inmaculada Concepción;08-12-2009;Toledo;Nacional;
Año nuevo;01-01-2008;Toledo;Nacional;
Epifanía del Señor;07-01-2008;Toledo;Nacional;06-01-2008
San José;19-03-2008;Toledo;Autonómica;
Día de la Región de Castilla la Mancha;31-05-2008;Toledo;Autonómica;
Asunción de la Virgen;15-08-2008;Toledo;Nacional;
Fiesta Nacional Española;13-10-2008;Toledo;Nacional;12-10-2008
Día de Todos los Santos;01-11-2008;Toledo;Nacional;
Día de la Constitución Española;06-12-2008;Toledo;Nacional;
Inmaculada Concepción;08-12-2008;Toledo;Nacional;
Año nuevo;01-01-2007;Toledo;Nacional;
Epifanía del Señor;06-01-2007;Toledo;Nacional;
San José;19-03-2007;Toledo;Autonómica;
Día de la Región de Castilla la Mancha;31-05-2007;Toledo;Autonómica;
Asunción de la Virgen;15-08-2007;Toledo;Nacional;
Fiesta Nacional Española;12-10-2007;Toledo;Nacional;
Día de Todos los Santos;01-11-2007;Toledo;Nacional;
Día de la Constitución Española;06-12-2007;Toledo;Nacional;
Inmaculada Concepción;08-12-2007;Toledo;Nacional;
Año nuevo;02-01-2006;Toledo;Nacional;01-01-2006
Epifanía del Señor;06-01-2006;Toledo;Nacional;
San José;20-03-2006;Toledo;Autonómica;19-03-2006
Día de la Región de Castilla la Mancha;31-05-2006;Toledo;Autonómica;
Asunción de la Virgen;15-08-2006;Toledo;Nacional;
Fiesta Nacional Española;12-10-2006;Toledo;Nacional;
Día de Todos los Santos;01-11-2006;Toledo;Nacional;
Día de la Constitución Española;06-12-2006;Toledo;Nacional;
Inmaculada Concepción;08-12-2006;Toledo;Nacional;
Año nuevo;01-01-2019;Valencia;Nacional;
San Vicente Ferrer;22-01-2019;Valencia;Local;
San José;19-03-2019;Valencia;Autonómica;
Viernes Santo;19-04-2019;Valencia;Nacional;
Lunes de Pascua;22-04-2019;Valencia;Autonómica;
San Vicente Ferrer;29-04-2019;Valencia;Local;
Fiesta del Trabajo;01-05-2019;Valencia;Nacional;
San Juan;24-06-2019;Valencia;Autonómica;
Asunción de la Virgen;15-08-2019;Valencia;Nacional;
Fiesta Nacional Española;12-10-2019;Valencia;Nacional;
Día de la Comunitat Valenciana;09-10-2019;Valencia;Autonómica;
;01-11-2019;Valencia;Nacional;
Día de la Constitución Española;06-12-2019;Valencia;Nacional;
Natividad del Señor;25-12-2019;Valencia;Nacional;
Año nuevo;01-01-2018;Valencia;Nacional;
Epifanía del Señor;06-01-2018;Valencia;Nacional;
San Vicente Mártir;22-01-2018;Valencia;Local;
Viernes Santo;30-03-2018;Valencia;Nacional;
San José;19-03-2018;Valencia;Autonómica;
Lunes de Pascua;02-04-2018;Valencia;Autonómica;
San Vicente Ferrer;09-04-2018;Valencia;Local;
Fiesta del Trabajo;01-05-2018;Valencia;Nacional;
Asunción de la Virgen;15-08-2018;Valencia;Nacional;
Fiesta Nacional Española;12-10-2018;Valencia;Nacional;
Día de la Comunidad Valenciana;09-10-2018;Valencia;Autonómica;
Día de Todos los Santos;01-11-2018;Valencia;Nacional;
Día de la Constitución Española;06-12-2018;Valencia;Nacional;
Inmaculada Concepción;08-12-2018;Valencia;Nacional;
Navidad;25-12-2018;Valencia;Nacional;
Epifanía del Señor;06-01-2017;Valencia;Nacional;
Fallas;17-03-2017;Valencia;Local;
Viernes Santo;14-04-2017;Valencia;Nacional;
Jueves Santo;13-04-2017;Valencia;Autonómica;
Lunes de Pascua;17-04-2017;Valencia;Autonómica;
San Vicente;24-04-2017;Valencia;Local;
Día del Trabajo;01-05-2017;Valencia;Nacional;
Asunción de la Virgen;15-08-2017;Valencia;Nacional;
